#Creating file for output: Mtable1336929734824.txt
#Using: Datos/1sim8per3pre3ale/EstadoDecisionesLogAgenteEquipo1.arff,Datos/1sim8per3pre3ale/EstadoDecisionesLogAgenteEquipo2.arff,Datos/1sim8per3pre3ale/EstadoDecisionesLogAgenteEquipo3.arff,Datos/1sim8per3pre3ale/EstadoDecisionesLogAgenteEquipo4.arff,Datos/1sim8per3pre3ale/EstadoDecisionesLogAgenteEquipo5.arff,Datos/1sim8per3pre3ale/EstadoDecisionesLogAgenteEquipo6.arff,Datos/1sim8per4pre2ale/EstadoDecisionesLogAgenteEquipo1.arff,Datos/1sim8per4pre2ale/EstadoDecisionesLogAgenteEquipo2.arff,Datos/1sim8per4pre2ale/EstadoDecisionesLogAgenteEquipo3.arff,Datos/1sim8per4pre2ale/EstadoDecisionesLogAgenteEquipo4.arff,Datos/1sim8per4pre2ale/EstadoDecisionesLogAgenteEquipo5.arff,Datos/1sim8per4pre2ale/EstadoDecisionesLogAgenteEquipo6.arff,Datos/2sim4per3pre3ale/EstadoDecisionesLogAgenteEquipo1.arff,Datos/2sim4per3pre3ale/EstadoDecisionesLogAgenteEquipo2.arff,Datos/2sim4per3pre3ale/EstadoDecisionesLogAgenteEquipo3.arff,Datos/2sim4per3pre3ale/EstadoDecisionesLogAgenteEquipo4.arff,Datos/2sim4per3pre3ale/EstadoDecisionesLogAgenteEquipo5.arff,Datos/2sim4per3pre3ale/EstadoDecisionesLogAgenteEquipo6.arff,Datos/2sim8per6ale/EstadoDecisionesLogAgenteEquipo1.arff,Datos/2sim8per6ale/EstadoDecisionesLogAgenteEquipo2.arff,Datos/2sim8per6ale/EstadoDecisionesLogAgenteEquipo3.arff,Datos/2sim8per6ale/EstadoDecisionesLogAgenteEquipo4.arff,Datos/2sim8per6ale/EstadoDecisionesLogAgenteEquipo5.arff,Datos/2sim8per6ale/EstadoDecisionesLogAgenteEquipo6.arff,Datos/2sim52per6pre/EstadoDecisionesLogAgenteEquipo1.arff,Datos/2sim52per6pre/EstadoDecisionesLogAgenteEquipo2.arff,Datos/2sim52per6pre/EstadoDecisionesLogAgenteEquipo3.arff,Datos/2sim52per6pre/EstadoDecisionesLogAgenteEquipo4.arff,Datos/2sim52per6pre/EstadoDecisionesLogAgenteEquipo5.arff,Datos/2sim52per6pre/EstadoDecisionesLogAgenteEquipo6.arff
#Datos/1sim8per3pre3ale/EstadoDecisionesLogAgenteEquipo1.arff section
4,3,4,0.329446981901666
4,3,4,0.0833163389375246
4,3,4,0.0376037092797766
4,3,4,0.210720325494059
4,3,4,0.104020991250829
4,3,4,0.081693290845088
4,3,2,0.12246031396163
2,3,2,0.0835682238330129
2,3,2,0.0916591155977131
2,3,2,0.0935897627576079
2,3,2,0.099636153702043
2,3,2,0.108344838338068
2,3,2,0.150909931658929
2,3,2,0.108127005161072
2,3,2,0.113971524453091
2,3,2,0.119289750592879
2,3,2,0.139844414875551
2,3,2,0.12237459868112
2,3,6,0.123741339821189
6,3,6,0.125148972250298
6,3,6,0.136879651127801
6,3,6,0.127236838779345
6,3,6,0.128376930628812
6,3,6,0.129492817729666
6,3,6,0.141381967911965
6,3,6,0.131399838061674
6,3,6,0.132904238278772
6,3,3,0.134695182007143
3,3,3,0.148585414281247
3,3,3,0.138264783754925
3,3,3,0.139896454806441
3,3,5,0.141290735679599
5,3,1,0.153089475653641
1,3,1,0.147419690698885
1,3,1,0.145895327197038
1,3,1,0.147552011837332
1,3,1,0.159321033901365
1,3,1,0.152851191504964
1,3,1,0.151363578243367
1,3,1,0.152572953809535
1,3,1,0.164307304529596
1,3,1,0.157546425597962
1,3,1,0.157058426797042
1,3,1,0.158016900250007
1,3,1,0.169990911813326
1,3,1,0.162406823596911
1,3,1,0.161968118555753
1,3,1,0.163151679626732
1,3,1,0.1736145482147
1,3,1,0.167360011101251
1,3,1,0.166526671090992
1,3,4,0.168237054995851
4,3,4,0.542770920555319
4,3,4,0.200932197934317
4,3,4,0.138427327772536
4,3,4,0.289795513718347
4,3,4,0.171266199373008
4,3,4,0.119664690864653
4,3,2,0.171736628237217
2,3,2,0.132571415499566
2,3,2,0.119152879108094
2,3,2,0.104255607261042
2,3,2,0.0996377975669968
2,3,2,0.108366705687233
2,3,2,0.150897514666366
2,3,2,0.123021360944807
2,3,2,0.117956796611518
2,3,2,0.119123897352715
2,3,2,0.139842235412669
2,3,2,0.122262322621523
2,3,6,0.123644951239323
6,3,6,0.125125912708741
6,3,6,0.136958255054254
6,3,6,0.1273683016746
6,3,6,0.12833919773278
6,3,6,0.129473336103657
6,3,6,0.141373471128306
6,3,6,0.131292779397038
6,3,6,0.132707186117048
6,3,3,0.134816407804833
3,3,3,0.148802434259862
3,3,3,0.138303715995295
3,3,3,0.139778505212739
3,3,5,0.141770254631488
5,3,1,0.153112791144034
1,3,1,0.147448952585837
1,3,1,0.146166779068506
1,3,1,0.147484775755533
1,3,4,0.158997381292941
4,3,4,0.499930333051819
4,3,4,0.488065149490964
4,3,4,0.64751011840298
4,3,4,0.655796038110152
4,3,4,0.646905848626775
4,3,4,0.699279175361271
4,3,2,0.619702710439967
#Datos/1sim8per3pre3ale/EstadoDecisionesLogAgenteEquipo2.arff section
4,2,4,0.798066050423505
4,2,4,0.808633830230996
4,0,4,0.722179749747689
4,2,2,0.620927607357734
2,2,2,0.474433184820217
2,2,2,0.624173846222199
2,2,2,0.440393691854368
2,2,2,0.431480245274419
2,2,2,0.430615183639422
2,2,2,0.419854484455385
2,2,2,0.428167600484946
2,2,6,0.411598319078129
6,2,6,0.426759934338818
6,2,6,0.393877112421506
6,2,6,0.414537736998465
6,2,6,0.392215846385745
6,2,6,0.423847075425591
6,2,6,0.38920067147938
6,2,6,0.387941340220841
6,2,6,0.386739928052914
6,2,3,0.382290737197834
3,2,3,0.384514576678307
3,2,3,0.383401187139388
3,2,3,0.382552006401822
3,2,3,0.380302536687676
3,2,3,0.370804531631757
3,2,3,0.374421360638422
3,2,3,0.359964845901713
3,2,3,0.356502553930241
3,2,3,0.343040080251911
3,2,3,0.346014098435104
3,2,3,0.322968900990996
3,2,3,0.277460066045882
3,2,3,0.267142254101013
3,2,1,0.265305938782029
1,2,1,0.265168918355735
1,2,1,0.279491460634167
1,2,1,0.267570784123224
1,2,1,0.265496750130045
1,2,1,0.265287304754534
1,2,1,0.281238158110463
1,2,1,0.267229825132107
1,2,1,0.266602539104215
1,2,1,0.265898266839851
1,2,1,0.282719285110268
1,2,1,0.267883805188203
1,2,1,0.267171090750095
1,2,1,0.266618563579469
1,2,1,0.283553950083115
1,2,1,0.269500941692045
1,2,1,0.266903281635901
1,2,4,0.267683671932866
4,2,4,0.597944077456163
4,2,4,0.808638175227544
4,0,4,0.719949638542969
4,2,2,0.620288893118353
2,2,2,0.474020768897672
2,2,2,0.625365787790014
2,2,2,0.440081094692825
2,2,2,0.431150373495361
2,2,2,0.430550420300355
2,2,2,0.420007243971477
2,2,2,0.428610429815853
2,2,6,0.411661259590867
6,2,6,0.426855102077067
6,2,6,0.39417026420425
6,2,6,0.414707415541197
6,2,6,0.392366006406363
6,2,6,0.423985917038751
6,2,6,0.374599397703031
6,2,6,0.363637346283399
6,2,6,0.353645112215874
6,2,3,0.36293704818857
3,2,3,0.349978105869926
3,2,3,0.356116987568181
3,2,3,0.342435677560572
3,2,3,0.350634828886489
3,2,3,0.341257334941711
3,2,3,0.339865747529691
3,2,3,0.325444141577307
3,2,3,0.325334220464235
3,2,3,0.306008193080099
3,2,3,0.309925084055109
3,2,3,0.296090420294773
3,2,3,0.277655696455706
3,2,3,0.267242279857477
3,2,1,0.265195145950648
1,2,1,0.265101534778448
1,2,4,0.279546525474977
4,2,4,0.787677388312106
4,2,4,0.565912098713841
4,0,4,0.712028874933901
4,2,2,0.713187858467997
2,2,2,0.679148558476046
2,2,2,0.746433894967814
2,2,2,0.665401160830908
#Datos/1sim8per3pre3ale/EstadoDecisionesLogAgenteEquipo3.arff section
4,1,4,0.549688563069975
4,4,4,0.53442303195279
4,1,6,0.586348891546882
6,4,6,0.273883091798632
6,1,6,0.625635479516051
6,4,6,0.661582119310026
6,4,6,0.672320184241945
6,4,6,0.747888784180832
6,1,6,0.790260749339285
